"";"SG_UF_MUN";"CO_MUN_GEO";"NO_MUN";"CO_UF"
"2903";"PE";2611309;"POMBOS";26
"2904";"PE";2611408;"PRIMAVERA";26
"2905";"PE";2611507;"QUIPAPA";26
"2906";"PE";2611533;"QUIXABA";26
"2907";"PE";2611606;"RECIFE";26
"2908";"PE";2602308;"BONITO";26
"2909";"PE";2602407;"BREJAO";26
"2910";"PE";2602506;"BREJINHO";26
"2911";"PE";2602605;"BREJO DA MADRE DE DEUS";26
"2912";"PE";2606101;"GLORIA DO GOITA";26
"2913";"PE";2606200;"GOIANA";26
"2914";"PE";2606309;"GRANITO";26
"2915";"PE";2606408;"GRAVATA";26
"2916";"PE";2605301;"EXU";26
"2917";"PE";2605400;"FEIRA NOVA";26
"2918";"PE";2602001;"BODOCO";26
"2919";"PE";2602100;"BOM CONSELHO";26
"2920";"PE";2602209;"BOM JARDIM";26
"2921";"PE";2607000;"INAJA";26
"2922";"PE";2604502;"CHA GRANDE";26
"2923";"PE";2604601;"CONDADO";26
"2924";"PE";2604700;"CORRENTES";26
"2925";"PE";2604809;"CORTES";26
"2926";"PE";2604908;"CUMARU";26
"2927";"PE";2605004;"CUPIRA";26
"2928";"PE";2605103;"CUSTODIA";26
"2929";"PE";2606507;"IATI";26
"2930";"PE";2606606;"IBIMIRIM";26
"2931";"PE";2606705;"IBIRAJUBA";26
"2932";"PE";2606804;"IGARASSU";26
"2933";"PE";2606903;"IGUARACI";26
"2934";"PE";2615409;"TORITAMA";26
"2935";"PE";2612703;"SANTA MARIA DO CAMBUCA";26
"2936";"PE";2612802;"SANTA TEREZINHA";26
"2937";"PE";2612901;"SAO BENEDITO DO SUL";26
"2938";"PE";2605905;"GAMELEIRA";26
"2939";"PE";2606002;"GARANHUNS";26
"2940";"PE";2611903;"RIO FORMOSO";26
"2941";"PE";2612000;"SAIRE";26
"2942";"PE";2601607;"BELEM DE SAO FRANCISCO";26
"2943";"PE";2601706;"BELO JARDIM";26
"2944";"PE";2604155;"CASINHAS";26
"2945";"PE";2604205;"CATENDE";26
"2946";"PE";2604304;"CEDRO";26
"2947";"PE";2609105;"MACHADOS";26
"2948";"PE";2612604;"SANTA MARIA DA BOA VISTA";26
"2949";"PE";2604403;"CHA DE ALEGRIA";26
"2950";"PE";2605707;"FLORESTA";26
"2951";"PE";2611705;"RIACHO DAS ALMAS";26
"2952";"PE";2611804;"RIBEIRAO";26
"2953";"PE";2608800;"LAJEDO";26
"2954";"PE";2608909;"LIMOEIRO";26
"2955";"PE";2612109;"SALGADINHO";26
"2956";"PE";2605152;"DORMENTES";26
"2957";"PE";2605459;"FERNANDO DE NORONHA";26
"2958";"PE";2605608;"FLORES";26
"2959";"PE";2609006;"MACAPARANA";26
"2960";"PE";2612554;"SANTA FILOMENA";26
"2961";"PE";2612455;"SANTA CRUZ";26
"2962";"PE";2605202;"ESCADA";26
"2963";"PE";2601805;"BETANIA";26
"2964";"PE";2605806;"FREI MIGUELINHO";26
"2965";"PE";2612406;"SANHARO";26
"2966";"PE";2605509;"FERREIROS";26
"2967";"PE";2612505;"SANTA CRUZ DO CAPIBARIBE";26
"2968";"PE";2612208;"SALGUEIRO";26
"2969";"PE";2612307;"SALOA";26
"2970";"PE";2612471;"SANTA CRUZ DA BAIXA VERDE";26
"2971";"PI";2208858;"RIACHO FRIO";22
"2972";"PI";2201002;"ARRAIAL";22
"2973";"PI";2200905;"AROAZES";22
"2974";"PI";2200806;"ANTONIO ALMEIDA";22
"2975";"PI";2210052;"SAO JOSE DO DIVINO";22
"2976";"PI";2200707;"ANISIO DE ABREU";22
"2977";"PI";2209005;"RIO GRANDE DO PIAUI";22
"2978";"PI";2210003;"SAO JOAO DO PIAUI";22
"2979";"PI";2208874;"RIBEIRA DO PIAUI";22
"2980";"PI";2208908;"RIBEIRO GONCALVES";22
"2981";"PI";2200608;"ANGICAL DO PIAUI";22
"2982";"PI";2201051;"ASSUNCAO DO PIAUI";22
"2983";"PI";2201507;"BATALHA";22
"2984";"PI";2210102;"SAO JOSE DO PEIXE";22
"2985";"PI";2210201;"SAO JOSE DO PIAUI";22
"2986";"PI";2201176;"BARRA D'ALCANTARA";22
"2987";"PI";2201200;"BARRAS";22
"2988";"PI";2201101;"AVELINO LOPES";22
"2989";"PI";2201150;"BAIXA GRANDE DO RIBEIRO";22
"2990";"PI";2200509;"AMARANTE";22
"2991";"PI";2209971;"SAO JOAO DO ARRAIAL";22
"2992";"PI";2206357;"MILTON BRANDAO";22
"2993";"PI";2201556;"BELA VISTA DO PIAUI";22
"2994";"PI";2201572;"BELEM DO PIAUI";22
"2995";"PI";2201606;"BENEDITINOS";22
"2996";"PI";2210805;"SIMPLICIO MENDES";22
"2997";"PI";2206670;"MORRO DO CHAPEU DO PIAUI";22
"2998";"PI";2202604;"CASTELO DO PIAUI";22
"2999";"PI";2202653;"CAXINGO";22
"3000";"PI";2202703;"COCAL";22
"3001";"PI";2202711;"COCAL DE TELHA";22
"3002";"PI";2201309;"BARREIRAS DO PIAUI";22
"3003";"PI";2202729;"COCAL DOS ALVES";22
"3004";"PI";2202737;"COIVARAS";22
"3005";"PI";2202752;"COLONIA DO GURGUEIA";22
"3006";"PI";2206407;"MONSENHOR GIL";22
"3007";"PI";2206506;"MONSENHOR HIPOLITO";22
"3008";"PI";2206605;"MONTE ALEGRE DO PIAUI";22
"3009";"PI";2206654;"MORRO CABECA NO TEMPO";22
"3010";"PI";2203008;"CRISTALANDIA DO PIAUI";22
"3011";"PI";2209104;"SANTA CRUZ DO PIAUI";22
"3012";"PI";2209153;"SANTA CRUZ DOS MILAGRES";22
"3013";"PI";2209203;"SANTA FILOMENA";22
"3014";"PI";2209302;"SANTA LUZ";22
"3015";"PI";2209351;"SANTANA DO PIAUI";22
"3016";"PI";2209377;"SANTA ROSA DO PIAUI";22
"3017";"PI";2203404;"DOM EXPEDITO LOPES";22
"3018";"PI";2209401;"SANTO ANTONIO DE LISBOA";22
"3019";"PI";2202778;"COLONIA DO PIAUI";22
"3020";"PI";2202802;"CONCEICAO DO CANINDE";22
"3021";"PI";2202851;"CORONEL JOSE DIAS";22
"3022";"PI";2202901;"CORRENTE";22
"3023";"PI";2209658;"SAO FRANCISCO DE ASSIS PIAUI";22
"3024";"PI";2209708;"SAO FRANCISCO DO PIAUI";22
"3025";"PI";2209757;"SAO GONCALO DO GURGUEIA";22
"3026";"PI";2200277;"ALEGRETE DO PIAUI";22
"3027";"PI";2200301;"ALTO LONGA";22
"3028";"PI";2200400;"ALTOS";22
"3029";"PI";2200459;"ALVORADA DO GURGUEIA";22
"3030";"PI";2209955;"SAO JOAO DA VARJOTA";22
"3031";"PI";2206308;"MIGUEL LEAO";22
"3032";"PI";2204154;"FRANCISCO MACEDO";22
"3033";"PI";2204204;"FRANCISCO SANTOS";22
"3034";"PI";2204303;"FRONTEIRAS";22
"3035";"PI";2204352;"GEMINIANO";22
"3036";"PI";2204402;"GILBUES";22
"3037";"PI";2204501;"GUADALUPE";22
"3038";"PI";2204550;"GUARIBAS";22
"3039";"PI";2210300;"SAO JULIAO";22
"3040";"PI";2210359;"SAO LOURENCO DO PIAUI";22
"3041";"PI";2210375;"SAO LUIS DO PIAUI";22
"3042";"PI";2210383;"SAO MIGUEL DA BAIXA GRANDE";22
"3043";"PI";2210391;"SAO MIGUEL DO FIDALGO";22
"3044";"PI";2210409;"SAO MIGUEL DO TAPUIO";22
"3045";"PI";2210508;"SAO PEDRO DO PIAUI";22
"3046";"PI";2210607;"SAO RAIMUNDO NONATO";22
"3047";"PI";2210623;"SEBASTIAO BARROS";22
"3048";"PI";2210631;"SEBASTIAO LEAL";22
"3049";"PI";2210656;"SIGEFREDO PACHECO";22
"3050";"PI";2210706;"SIMOES";22
"3051";"PI";2203107;"CRISTINO CASTRO";22
"3052";"PI";2203206;"CURIMATA";22
"3053";"PI";2203230;"CURRAIS";22
"3054";"PI";2203255;"CURRALINHOS";22
"3055";"PI";2203271;"CURRAL NOVO DO PIAUI";22
"3056";"PI";2203305;"DEMERVAL LOBAO";22
"3057";"PI";2203354;"DIRCEU ARCOVERDE";22
"3058";"PI";2211209;"URUCUI";22
"3059";"PI";2211308;"VALENCA DO PIAUI";22
"3060";"PI";2209450;"SANTO ANTONIO DOS MILAGRES";22
"3061";"PI";2209500;"SANTO INACIO DO PIAUI";22
"3062";"PI";2209609;"SAO FELIX DO PIAUI";22
"3063";"PI";2200053;"ACAUA";22
"3064";"PI";2200103;"AGRICOLANDIA";22
"3065";"PI";2200202;"AGUA BRANCA";22
"3066";"PI";2209807;"SAO GONCALO DO PIAUI";22
"3067";"PI";2209856;"SAO JOAO DA CANABRAVA";22
"3068";"PI";2209872;"SAO JOAO DA FRONTEIRA";22
"3069";"PI";2209906;"SAO JOAO DA SERRA";22
"3070";"PI";2206209;"MIGUEL ALVES";22
"3071";"PI";2204105;"FRANCISCO AYRES";22
"3072";"PI";2202208;"CAMPO MAIOR";22
"3073";"PI";2202251;"CANAVIEIRA";22
"3074";"PI";2202307;"CANTO DO BURITI";22
"3075";"PI";2202406;"CAPITAO DE CAMPOS";22
"3076";"PI";2202455;"CAPITAO GERVASIO OLIVEIRA";22
"3077";"PI";2202505;"CARACOL";22
"3078";"PI";2202539;"CARAUBAS DO PIAUI";22
"3079";"PI";2206696;"MURICI DOS PORTELAS";22
"3080";"PI";2206704;"NAZARE DO PIAUI";22
"3081";"PI";2206720;"NAZARIA";22
"3082";"PI";2206753;"NOSSA SENHORA DE NAZARE";22
"3083";"PI";2206803;"NOSSA SENHORA DOS REMEDIOS";22
"3084";"PI";2206902;"NOVO ORIENTE DO PIAUI";22
"3085";"PI";2206951;"NOVO SANTO ANTONIO";22
"3086";"PI";2201408;"BARRO DURO";22
"3087";"PI";2207306;"PAES LANDIM";22
"3088";"PI";2207355;"PAJEU DO PIAUI";22
"3089";"PI";2207405;"PALMEIRA DO PIAUI";22
"3090";"PI";2207504;"PALMEIRAIS";22
"3091";"PI";2205300;"JERUMENHA";22
"3092";"PI";2210904;"SOCORRO DO PIAUI";22
"3093";"PI";2210938;"SUSSUAPARA";22
"3094";"PI";2210953;"TAMBORIL DO PIAUI";22
"3095";"PI";2210979;"TANQUE DO PIAUI";22
"3096";"PI";2211001;"TERESINA";22
"3097";"PI";2211100;"UNIAO";22
"3098";"PI";2205524;"JULIO BORGES";22
"3099";"PI";2205532;"JUREMA";22
"3100";"PI";2211357;"VARZEA BRANCA";22
"3101";"PI";2211407;"VARZEA GRANDE";22
"3102";"PI";2209559;"SAO BRAZ DO PIAUI";22
"3103";"PI";2203503;"ELESBAO VELOSO";22
"3104";"PI";2203602;"ELISEU MARTINS";22
"3105";"PI";2203701;"ESPERANTINA";22
"3106";"PI";2200251;"ALAGOINHA DO PIAUI";22
"3107";"PI";2206001;"MARCOS PARENTE";22
"3108";"PI";2206050;"MASSAPE DO PIAUI";22
"3109";"PI";2206100;"MATIAS OLIMPIO";22
"3110";"PI";2204006;"FRANCINOPOLIS";22
"3111";"PI";2202174;"CAMPO LARGO DO PIAUI";22
"3112";"PI";2202117;"CAMPO ALEGRE DO FIDALGO";22
"3113";"PI";2208502;"PORTO";22
"3114";"PI";2208551;"PORTO ALEGRE DO PIAUI";22
"3115";"PI";2208601;"PRATA DO PIAUI";22
"3116";"PI";2208650;"QUEIMADA NOVA";22
"3117";"PI";2208700;"REDENCAO DO GURGUEIA";22
"3118";"PI";2208809;"REGENERACAO";22
"3119";"PI";2202554;"CARIDADE DO PIAUI";22
"3120";"PI";2208007;"PICOS";22
"3121";"PI";2208106;"PIMENTEIRAS";22
"3122";"PI";2208205;"PIO IX";22
"3123";"PI";2208304;"PIRACURUCA";22
"3124";"PI";2204808;"IPIRANGA DO PIAUI";22
"3125";"PI";2208403;"PIRIPIRI";22
"3126";"PI";2207850;"PAVUSSU";22
"3127";"PI";2205540;"LAGOINHA DO PIAUI";22
"3128";"PI";2205557;"LAGOA ALEGRE";22
"3129";"PI";2211506;"VERA MENDES";22
"3130";"PI";2211605;"VILA NOVA DO PIAUI";22
"3131";"PI";2211704;"WALL FERRAZ";22
"3132";"PI";2207553;"PAQUETA";22
"3133";"PI";2205359;"JOAO COSTA";22
"3134";"PI";2205409;"JOAQUIM PIRES";22
"3135";"PI";2205458;"JOCA MARQUES";22
"3136";"PI";2205508;"JOSE DE FREITAS";22
"3137";"PI";2205516;"JUAZEIRO DO PIAUI";22
"3138";"PI";2207801;"PAULISTANA";22
"3139";"PI";2204907;"ISAIAS COELHO";22
"3140";"PI";2205003;"ITAINOPOLIS";22
"3141";"PI";2205102;"ITAUEIRA";22
"3142";"PI";2205151;"JACOBINA DO PIAUI";22
"3143";"PI";2205201;"JAICOS";22
"3144";"PI";2205250;"JARDIM DO MULATO";22
"3145";"PI";2205706;"LUIS CORREIA";22
"3146";"PI";2203750;"FARTURA DO PIAUI";22
"3147";"PI";2203800;"FLORES DO PIAUI";22
"3148";"PI";2203859;"FLORESTA DO PIAUI";22
"3149";"PI";2203909;"FLORIANO";22
"3150";"PI";2202133;"CAMPO GRANDE DO PIAUI";22
"3151";"PI";2202109;"CAMPINAS DO PIAUI";22
"3152";"PI";2201903;"BOM JESUS";22
"3153";"PI";2201919;"BOM PRINCIPIO DO PIAUI";22
"3154";"PI";2207900;"PEDRO II";22
"3155";"PI";2207934;"PEDRO LAURENTINO";22
"3156";"PI";2203420;"DOMINGOS MOURAO";22
"3157";"PI";2203453;"DOM INOCENCIO";22
"3158";"PI";2205276;"JATOBA DO PIAUI";22
"3159";"PI";2205599;"LAGOA DO SITIO";22
"3160";"PI";2207603;"PARNAGUA";22
"3161";"PI";2204600;"HUGO NAPOLEAO";22
"3162";"PI";2204659;"ILHA GRANDE";22
"3163";"PI";2204709;"INHUMA";22
"3164";"PI";2207793;"PAU D'ARCO DO PIAUI";22
"3165";"PI";2201804;"BOCAINA";22
"3166";"PI";2207207;"PADRE MARCOS";22
"3167";"PI";2205581;"LAGOA DO PIAUI";22
"3168";"PI";2207009;"OEIRAS";22
"3169";"PI";2207108;"OLHO D'AGUA DO PIAUI";22
"3170";"PI";2207702;"PARNAIBA";22
"3171";"PI";2207751;"PASSAGEM FRANCA DO PIAUI";22
"3172";"PI";2202000;"BURITI DOS LOPES";22
"3173";"PI";2205805;"LUZILANDIA";22
"3174";"PI";2201945;"BOQUEIRAO DO PIAUI";22
"3175";"PI";2205565;"LAGOA DO BARRO DO PIAUI";22
"3176";"PI";2207777;"PATOS DO PIAUI";22
"3177";"PI";2202091;"CALDEIRAO GRANDE DO PIAUI";22
"3178";"PI";2202026;"BURITI DOS MONTES";22
"3179";"PI";2205854;"MADEIRO";22
"3180";"PI";2205573;"LAGOA DE SAO FRANCISCO";22
"3181";"PI";2201929;"BONFIM DO PIAUI";22
"3182";"PI";2201770;"BOA HORA";22
"3183";"PI";2202083;"CAJUEIRO DA PRAIA";22
"3184";"PI";2205904;"MANOEL EMIDIO";22
"3185";"PI";2201988;"BREJO DO PIAUI";22
"3186";"PI";2201739;"BETANIA DO PIAUI";22
"3187";"PI";2202075;"CAJAZEIRAS DO PIAUI";22
"3188";"PI";2205607;"LANDRI SALES";22
"3189";"PI";2205953;"MARCOLANDIA";22
"3190";"PI";2202059;"CABECEIRAS DO PIAUI";22
"3191";"PI";2207959;"NOVA SANTA RITA";22
"3192";"PI";2201960;"BRASILEIRA";22
"3193";"PI";2201705;"BERTOLINIA";22
"3194";"PR";4107009;"CURIUVA";42
"3195";"PR";4107108;"DIAMANTE DO NORTE";42
"3196";"PR";4107124;"DIAMANTE DO SUL";42
"3197";"PR";4107157;"DIAMANTE D'OESTE";42
"3198";"PR";4106001;"CONGONHINHAS";42
"3199";"PR";4106100;"CONSELHEIRO MAIRINCK";42
"3200";"PR";4109807;"IBIPORA";42
"3201";"PR";4106555;"CORUMBATAI DO SUL";42
"3202";"PR";4107207;"DOIS VIZINHOS";42
"3203";"PR";4109757;"IBEMA";42
"3204";"PR";4105706;"CLEVELANDIA";42
"3205";"PR";4105805;"COLOMBO";42
"3206";"PR";4110003;"IGUARACU";42
"3207";"PR";4106902;"CURITIBA";42
"3208";"PR";4103800;"CAMBIRA";42
"3209";"PR";4103909;"CAMPINA DA LAGOA";42
"3210";"PR";4103958;"CAMPINA DO SIMAO";42
"3211";"PR";4104006;"CAMPINA GRANDE DO SUL";42
"3212";"PR";4104055;"CAMPO BONITO";42
"3213";"PR";4104105;"CAMPO DO TENENTE";42
"3214";"PR";4104204;"CAMPO LARGO";42
"3215";"PR";4104253;"CAMPO MAGRO";42
"3216";"PR";4104303;"CAMPO MOURAO";42
"3217";"PR";4104402;"CANDIDO DE ABREU";42
"3218";"PR";4104428;"CANDOI";42
"3219";"PR";4104451;"CANTAGALO";42
"3220";"PR";4104501;"CAPANEMA";42
"3221";"PR";4104600;"CAPITAO LEONIDAS MARQUES";42
"3222";"PR";4104659;"CARAMBEI";42
"3223";"PR";4104709;"CARLOPOLIS";42
"3224";"PR";4104808;"CASCAVEL";42
"3225";"PR";4104907;"CASTRO";42
"3226";"PR";4105003;"CATANDUVAS";42
"3227";"PR";4105102;"CENTENARIO DO SUL";42
"3228";"PR";4105201;"CERRO AZUL";42
"3229";"PR";4105300;"CEU AZUL";42
"3230";"PR";4105409;"CHOPINZINHO";42
"3231";"PR";4105508;"CIANORTE";42
"3232";"PR";4105607;"CIDADE GAUCHA";42
"3233";"PR";4105904;"COLORADO";42
"3234";"PR";4123204;"SANTA CECILIA DO PAVAO";42
"3235";"PR";4123303;"SANTA CRUZ DE MONTE CASTELO";42
"3236";"PR";4106209;"CONTENDA";42
"3237";"PR";4106308;"CORBELIA";42
"3238";"PR";4106407;"CORNELIO PROCOPIO";42
"3239";"PR";4106456;"CORONEL DOMINGOS SOARES";42
"3240";"PR";4106506;"CORONEL VIVIDA";42
"3241";"PR";4123824;"SANTA LUCIA";42
"3242";"PR";4106571;"CRUZEIRO DO IGUACU";42
"3243";"PR";4106605;"CRUZEIRO DO OESTE";42
"3244";"PR";4106704;"CRUZEIRO DO SUL";42
"3245";"PR";4106803;"CRUZ MACHADO";42
"3246";"PR";4106852;"CRUZMALTINA";42
"3247";"PR";4127106;"TELEMACO BORBA";42
"3248";"PR";4127205;"TERRA BOA";42
"3249";"PR";4127304;"TERRA RICA";42
"3250";"PR";4127403;"TERRA ROXA";42
"3251";"PR";4127502;"TIBAGI";42
"3252";"PR";4127601;"TIJUCAS DO SUL";42
"3253";"PR";4127700;"TOLEDO";42
"3254";"PR";4107256;"DOURADINA";42
"3255";"PR";4107306;"DOUTOR CAMARGO";42
"3256";"PR";4107405;"ENEAS MARQUES";42
"3257";"PR";4107504;"ENGENHEIRO BELTRAO";42
"3258";"PR";4107520;"ESPERANCA NOVA";42
"3259";"PR";4107538;"ENTRE RIOS DO OESTE";42
"3260";"PR";4107546;"ESPIGAO ALTO DO IGUACU";42
"3261";"PR";4107553;"FAROL";42
"3262";"PR";4107603;"FAXINAL";42
"3263";"PR";4107652;"FAZENDA RIO GRANDE";42
"3264";"PR";4107702;"FENIX";42
"3265";"PR";4107736;"FERNANDES PINHEIRO";42
"3266";"PR";4107751;"FIGUEIRA";42
"3267";"PR";4107801;"FLORAI";42
"3268";"PR";4107850;"FLOR DA SERRA DO SUL";42
"3269";"PR";4107900;"FLORESTA";42
"3270";"PR";4108007;"FLORESTOPOLIS";42
"3271";"PR";4108106;"FLORIDA";42
"3272";"PR";4108205;"FORMOSA DO OESTE";42
"3273";"PR";4126207;"SAPOPEMA";42
"3274";"PR";4126256;"SARANDI";42
"3275";"PR";4126272;"SAUDADE DO IGUACU";42
"3276";"PR";4123402;"SANTA FE";42
"3277";"PR";4123501;"SANTA HELENA";42
"3278";"PR";4123600;"SANTA INES";42
"3279";"PR";4123709;"SANTA ISABEL DO IVAI";42
"3280";"PR";4123808;"SANTA IZABEL DO OESTE";42
"3281";"PR";4126652;"SULINA";42
"3282";"PR";4126678;"TAMARANA";42
"3283";"PR";4126702;"TAMBOARA";42
"3284";"PR";4126801;"TAPEJARA";42
"3285";"PR";4126900;"TAPIRA";42
"3286";"PR";4127007;"TEIXEIRA SOARES";42
"3287";"PR";4109203;"GUARACI";42
"3288";"PR";4109302;"GUARANIACU";42
"3289";"PR";4109401;"GUARAPUAVA";42
"3290";"PR";4109500;"GUARAQUECABA";42
"3291";"PR";4109609;"GUARATUBA";42
"3292";"PR";4109658;"HONORIO SERPA";42
"3293";"PR";4109708;"IBAITI";42
"3294";"PR";4115804;"MEDIANEIRA";42
"3295";"PR";4115853;"MERCEDES";42
"3296";"PR";4115903;"MIRADOR";42
"3297";"PR";4116000;"MIRASELVA";42
"3298";"PR";4109906;"ICARAIMA";42
"3299";"PR";4116109;"MOREIRA SALES";42
"3300";"PR";4110052;"IGUATU";42
"3301";"PR";4110078;"IMBAU";42
"3302";"PR";4110102;"IMBITUVA";42
"3303";"PR";4110201;"INACIO MARTINS";42
"3304";"PR";4110300;"INAJA";42
"3305";"PR";4110409;"INDIANOPOLIS";42
"3306";"PR";4110508;"IPIRANGA";42
"3307";"PR";4110607;"IPORA";42
"3308";"PR";4110656;"IRACEMA DO OESTE";42
"3309";"PR";4110706;"IRATI";42
"3310";"PR";4110805;"IRETAMA";42
"3311";"PR";4110904;"ITAGUAJE";42
"3312";"PR";4110953;"ITAIPULANDIA";42
"3313";"PR";4123006;"SALTO DO LONTRA";42
"3314";"PR";4123105;"SANTA AMELIA";42
"3315";"PR";4117255;"NOVA PRATA DO IGUACU";42
"3316";"PR";4126306;"SENGES";42
"3317";"PR";4126355;"SERRANOPOLIS DO IGUACU";42
"3318";"PR";4126405;"SERTANEJA";42
"3319";"PR";4126504;"SERTANOPOLIS";42
"3320";"PR";4126603;"SIQUEIRA CAMPOS";42
"3321";"PR";4117503;"PAICANDU";42
"3322";"PR";4117602;"PALMAS";42
"3323";"PR";4123857;"SANTA MARIA DO OESTE";42
"3324";"PR";4123907;"SANTA MARIANA";42
"3325";"PR";4123956;"SANTA MONICA";42
"3326";"PR";4124004;"SANTANA DO ITARARE";42
"3327";"PR";4124020;"SANTA TEREZA DO OESTE";42
"3328";"PR";4124053;"SANTA TEREZINHA DE ITAIPU";42
"3329";"PR";4124103;"SANTO ANTONIO DA PLATINA";42
"3330";"PR";4124202;"SANTO ANTONIO DO CAIUA";42
"3331";"PR";4124301;"SANTO ANTONIO DO PARAISO";42
"3332";"PR";4124400;"SANTO ANTONIO DO SUDOESTE";42
"3333";"PR";4124509;"SANTO INACIO";42
"3334";"PR";4124608;"SAO CARLOS DO IVAI";42
"3335";"PR";4124707;"SAO JERONIMO DA SERRA";42
"3336";"PR";4124806;"SAO JOAO";42
"3337";"PR";4124905;"SAO JOAO DO CAIUA";42
"3338";"PR";4125001;"SAO JOAO DO IVAI";42
"3339";"PR";4125100;"SAO JOAO DO TRIUNFO";42
"3340";"PR";4125209;"SAO JORGE D'OESTE";42
"3341";"PR";4125308;"SAO JORGE DO IVAI";42
"3342";"PR";4125357;"SAO JORGE DO PATROCINIO";42
"3343";"PR";4125407;"SAO JOSE DA BOA VISTA";42
"3344";"PR";4125456;"SAO JOSE DAS PALMEIRAS";42
"3345";"PR";4125506;"SAO JOSE DOS PINHAIS";42
"3346";"PR";4125555;"SAO MANOEL DO PARANA";42
"3347";"PR";4125605;"SAO MATEUS DO SUL";42
"3348";"PR";4125704;"SAO MIGUEL DO IGUACU";42
"3349";"PR";4125753;"SAO PEDRO DO IGUACU";42
"3350";"PR";4125803;"SAO PEDRO DO IVAI";42
"3351";"PR";4125902;"SAO PEDRO DO PARANA";42
"3352";"PR";4126009;"SAO SEBASTIAO DA AMOREIRA";42
"3353";"PR";4126108;"SAO TOME";42
"3354";"PR";4114104;"MANDAGUACU";42
"3355";"PR";4114203;"MANDAGUARI";42
"3356";"PR";4117271;"NOVA TEBAS";42
"3357";"PR";4117297;"NOVO ITACOLOMI";42
"3358";"PR";4117305;"ORTIGUEIRA";42
"3359";"PR";4117404;"OURIZONA";42
"3360";"PR";4117453;"OURO VERDE DO OESTE";42
"3361";"PR";4114708;"MARIA HELENA";42
"3362";"PR";4114807;"MARIALVA";42
"3363";"PR";4114906;"MARILANDIA DO SUL";42
"3364";"PR";4115002;"MARILENA";42
"3365";"PR";4115101;"MARILUZ";42
"3366";"PR";4115200;"MARINGA";42
"3367";"PR";4115309;"MARIOPOLIS";42
"3368";"PR";4115358;"MARIPA";42
"3369";"PR";4115408;"MARMELEIRO";42
"3370";"PR";4115457;"MARQUINHO";42
"3371";"PR";4115507;"MARUMBI";42
"3372";"PR";4115606;"MATELANDIA";42
"3373";"PR";4115705;"MATINHOS";42
"3374";"PR";4115739;"MATO RICO";42
"3375";"PR";4115754;"MAUA DA SERRA";42
"3376";"PR";4127809;"TOMAZINA";42
"3377";"PR";4127858;"TRES BARRAS DO PARANA";42
"3378";"PR";4127882;"TUNAS DO PARANA";42
"3379";"PR";4127908;"TUNEIRAS DO OESTE";42
"3380";"PR";4127957;"TUPASSI";42
"3381";"PR";4127965;"TURVO";42
"3382";"PR";4128005;"UBIRATA";42
"3383";"PR";4128104;"UMUARAMA";42
"3384";"PR";4128203;"UNIAO DA VITORIA";42
"3385";"PR";4128302;"UNIFLOR";42
"3386";"PR";4128401;"URAI";42
"3387";"PR";4128500;"WENCESLAU BRAZ";42
"3388";"PR";4128534;"VENTANIA";42
"3389";"PR";4128559;"VERA CRUZ DO OESTE";42
"3390";"PR";4128609;"VERE";42
"3391";"PR";4128625;"ALTO PARAISO";42
"3392";"PR";4128633;"DOUTOR ULYSSES";42
"3393";"PR";4128658;"VIRMOND";42
"3394";"PR";4108304;"FOZ DO IGUACU";42
"3395";"PR";4108320;"FRANCISCO ALVES";42
"3396";"PR";4114302;"MANDIRITUBA";42
"3397";"PR";4114351;"MANFRINOPOLIS";42
"3398";"PR";4114401;"MANGUEIRINHA";42
"3399";"PR";4114500;"MANOEL RIBAS";42
"3400";"PR";4114609;"MARECHAL CANDIDO RONDON";42
"3401";"PR";4108650;"GOIOXIM";42
"3402";"PR";4108700;"GRANDES RIOS";42
"3403";"PR";4108809;"GUAIRA";42
"3404";"PR";4108908;"GUAIRACA";42
"3405";"PR";4108957;"GUAMIRANGA";42
"3406";"PR";4109005;"GUAPIRAMA";42
"3407";"PR";4109104;"GUAPOREMA";42
"3408";"PR";4100103;"ABATIA";42
"3409";"PR";4100202;"ADRIANOPOLIS";42
"3410";"PR";4100301;"AGUDOS DO SUL";42
"3411";"PR";4100400;"ALMIRANTE TAMANDARE";42
"3412";"PR";4100459;"ALTAMIRA DO PARANA";42
"3413";"PR";4100509;"ALTONIA";42
"3414";"PR";4100608;"ALTO PARANA";42
"3415";"PR";4100707;"ALTO PIQUIRI";42
"3416";"PR";4100806;"ALVORADA DO SUL";42
"3417";"PR";4100905;"AMAPORA";42
"3418";"PR";4101002;"AMPERE";42
"3419";"PR";4116059;"MISSAL";42
"3420";"PR";4101101;"ANDIRA";42
"3421";"PR";4116208;"MORRETES";42
"3422";"PR";4116307;"MUNHOZ DE MELO";42
"3423";"PR";4116406;"NOSSA SENHORA DAS GRACAS";42
"3424";"PR";4116505;"NOVA ALIANCA DO IVAI";42
"3425";"PR";4116604;"NOVA AMERICA DA COLINA";42
"3426";"PR";4116703;"NOVA AURORA";42
"3427";"PR";4116802;"NOVA CANTU";42
"3428";"PR";4116901;"NOVA ESPERANCA";42
"3429";"PR";4116950;"NOVA ESPERANCA DO SUDOESTE";42
"3430";"PR";4117008;"NOVA FATIMA";42
"3431";"PR";4117057;"NOVA LARANJEIRAS";42
"3432";"PR";4117107;"NOVA LONDRINA";42
"3433";"PR";4117206;"NOVA OLIMPIA";42
"3434";"PR";4117214;"NOVA SANTA BARBARA";42
